image,question,answer
image3190,Is gastrointestinal present?,yes
image3190,What is present?,gastrointestinal
image3190,"Does this image show colon, ulcerative colitis?",yes
image3190,What does this image show?,colon
image3190,"Does inflamed exocervix show colon, ulcerative colitis?",no
image3191,Does this image show trophozoites in tissue?,yes
image3191,What is present?,amebiasis
image3191,Does intrauterine contraceptive device show trophozoites in tissue?,no
image3191,What is present?,gastrointestinal
image3191,Is gastrointestinal present?,yes
image3191,Is cervix duplication present?,no
image3191,What is present?,colon
image3191,Is colon present?,yes
image3191,Is intrauterine contraceptive device present?,no
image3191,What is present ?,amebiasis
image3191,Is amebiasis present?,yes
image3191,Is angiogram saphenous vein bypass graft present?,no
image3191,Is gastrointestinal present?,yes
image3191,Is colon present?,yes
image3191,Is amebiasis present?,yes
image3191,What is present ?,gastrointestinal
image3191,What is present ?,colon
image3192,Does case of peritonitis slide show typical infiltrating adenocarcinoma and normal mucosa?,no
image3192,What is present ?,colon
image3192,Does this image show typical infiltrating adenocarcinoma and normal mucosa?,yes
image3192,What is present?,gastrointestinal
image3192,Is gastrointestinal present?,yes
image3192,Is omentum present?,no
image3192,What is present?,colon
image3192,Is colon present?,yes
image3192,Is gastrointestinal present?,no
image3192,Is gastrointestinal present?,yes
image3192,Is colon present?,yes
image3192,What is present ?,gastrointestinal
image3193,Is intestine present?,yes
image3193,What is present ?,intestine
image3193,Is whipples disease present?,yes
image3193,Does cytomegaly show med pas hematoxylin excellent demonstration source?,no
image3193,What is present?,gastrointestinal
image3193,Is gastrointestinal present?,yes
image3193,Does this image show med pas hematoxylin excellent demonstration source?,yes
image3193,What is present?,intestine
image3193,Is intestine present?,yes
image3193,Is adenocarcinoma present?,no
image3193,Is whipples disease present?,yes
image3193,Is gastrointestinal present?,yes
image3193,Is intraductal papillomatosis present?,no
image3193,Is myoma lesion present?,no
image3193,What is present ?,gastrointestinal
image3194,What is present ?,gastrointestinal
image3194,Is granulomata slide present?,no
image3194,Is gastrointestinal present?,yes
image3194,What is present?,gastrointestinal
image3194,What does this image show?,colon
image3194,"Does notochord show colon, adenomatous polyp?",no
image3194,"Does this image show colon, adenomatous polyp?",yes
image3195,What is present ?,gastrointestinal
image3195,Is mixed mesodermal tumor present?,no
image3195,What is present?,gastrointestinal
image3195,"Does iron show stomach, giant rugose hyperplasia?",no
image3195,"Does this image show stomach, giant rugose hyperplasia?",yes
image3195,What does this image show?,stomach
image3195,Is gastrointestinal present?,yes
image3196,Is autopsy present?,no
image3196,Is intestine present?,yes
image3196,What is present?,intestine
image3196,Is hypertrophic gastritis present?,no
image3196,Is whipples disease present?,yes
image3196,Is this good yellow color slide present?,no
image3196,Is gastrointestinal present?,yes
image3196,Is gastrointestinal present?,yes
image3196,Does this image show med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source?,yes
image3196,Does normal ovary show med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source?,no
image3196,What is present?,gastrointestinal
image3196,Is whipples disease present?,yes
image3196,What is present ?,gastrointestinal
image3196,What is present ?,intestine
image3196,Is intestine present?,yes
image3197,Is the tumor?,yes
image3197,Is esophagus?,no
image3197,Does this image show good example can tell even at this what the tumor is?,yes
image3197,What is present?,gastrointestinal
image3197,Is gastrointestinal present?,yes
image3197,Is the excellent uterus present?,no
image3197,Is small intestine present?,yes
image3197,Is lesion in dome of uterus present?,no
image3197,Is metastatic malignant melanoma present?,yes
image3197,Is atrophy present?,no
image3197,What is present ?,gastrointestinal
image3197,Does atrophy secondary to pituitectomy show good example can tell even at this what the tumor is?,no
image3198,What is present ?,gastrointestinal
image3198,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3198,Is gastrointestinal present?,yes
image3198,What is present?,gastrointestinal
image3198,"Does sickle cell disease show colon, regional enteritis?",no
image3198,"Does this image show colon, regional enteritis?",yes
image3198,What does this image show?,colon
image3199,"Does atrophy secondary to pituitectomy show esophagus, herpes, ulcers?",no
image3199,What is present?,gastrointestinal
image3199,What does this image show?,esophagus
image3199,"Does this image show esophagus, herpes, ulcers?",yes
image3199,What is present ?,gastrointestinal
image3199,Is cranial artery present?,no
image3199,Is gastrointestinal present?,yes
image3200,What is present ?,hematologic
image3200,What are easily evident ?,organisms
image3200,Is situs inversus present?,no
image3200,Is Histoplasmosis present?,yes
image3200,What is present?,Histoplasmosis
image3200,Is lymphangiomatosis generalized present?,no
image3200,Is bone marrow present?,yes
image3200,What is present?,hematologic
image3200,Is hematologic present?,yes
image3200,What is present ?,Histoplasmosis
image3200,Does hilar cell tumor show organisms are easily evident?,no
image3200,Are organisms easily evident?,yes
image3200,Are hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain easily evident?,no
image3200,Does this image show organisms are easily evident?,yes
image3200,Is postpartum present?,no
image3200,How are organisms easily ?,evident
image3200,What are easily evident?,organisms
image3201,Do infarcts stain many pleomorphic blast cells readily seen?,no
image3201,Does this image show med wrights stain many pleomorphic blast cells readily seen?,yes
image3201,What is present ?,hematologic
image3201,What stain many pleomorphic blast cells readily seen ?,wrights
image3201,Is acute myelogenous leukemia present?,yes
image3201,Is hemorrhage newborn present?,no
image3201,Is endocervical polyp present?,no
image3201,Is angiogram present?,no
image3201,Is hematologic present?,yes
image3201,What is present?,hematologic
image3201,Does serous cyst show med wrights stain many pleomorphic blast cells readily seen?,no
image3201,Do med wrights stain many pleomorphic blast cells readily seen?,yes
image3201,Is bone marrow present?,yes
image3202,What is present?,blood
image3202,Does this image show ring form?,yes
image3202,Does meningioma show ring form?,no
image3202,Is hematologic present?,yes
image3202,Is polysplenia present?,no
image3202,Is blood present?,yes
image3202,What is present?,hematologic
image3202,Is malaria plasmodium vivax present?,yes
image3202,Is typical tuberculous exudate present?,no
image3202,What is present ?,hematologic
image3202,What is present ?,blood
image3202,Is wonder present?,no
image3203,Is thymus present?,yes
image3203,What is present?,thymus
image3203,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no
image3203,Is hematologic present?,yes
image3203,Is subdiaphragmatic abscess present?,no
image3203,What is present ?,hematologic
image3203,What is present ?,thymus
image3203,How is typical atrophy associated with infection in  ?,newborn
image3203,Does this image show typical atrophy associated with infection in newborn?,yes
image3203,Is lymphoid atrophy in newborn present?,yes
image3203,Does face show typical atrophy associated with infection in newborn?,no
image3203,What is present?,hematologic
image3203,Is opened muscle present?,no
image3204,What is present?,spleen
image3204,Is silver present?,no
image3204,Is hematologic present?,yes
image3204,What is present?,Amyloidosis
image3204,Is Amyloidosis present?,yes
image3204,Is hemorrhage in newborn present?,no
image3204,What is present ?,hematologic
image3204,What is present ?,spleen
image3204,What is present ?,Amyloidosis
image3204,Is metastatic carcinoma oat cell present?,no
image3204,Is spleen present?,yes
image3204,What is present?,hematologic
image3205,What is present?,hematologic
image3205,Is hematologic present?,yes
image3205,Is retroperitoneal leiomyosarcoma present?,no
image3205,Is bone marrow present?,yes
image3205,"Is bone, mandible present?",no
image3205,Is multiple myeloma present?,yes
image3205,Is cephalohematoma present?,no
image3205,What is present ?,hematologic
image3206,Is hematologic present?,yes
image3206,"Does this photo show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",no
image3206,What is present?,hematologic
image3206,Is infant body present?,no
image3206,What is present ?,hematologic
image3206,What does this image show?,spleen
image3206,"Does this image show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",yes
image3207,Does anomalous origin show epithelial lesion surgical path?,no
image3207,What is present?,hematologic
image3207,Is hematologic present?,yes
image3207,Is dysplastic present?,no
image3207,Is thymus present?,yes
image3207,Is lateral view present?,no
image3207,What is present?,thymoma
image3207,Is thymoma present?,yes
image3207,Is leiomyomas present?,no
image3207,What is present ?,hematologic
image3207,What is present ?,thymus
image3207,What is present ?,thymoma
image3207,Does this image show epithelial lesion surgical path?,yes
image3207,What is present?,thymus
image3208,Does this image show thymus?,yes
image3208,Is hematologic present?,yes
image3208,Is cardiovascular present?,no
image3208,What is present ?,hematologic
image3208,Do retroperitoneum induce involution in baby with hyaline membrane disease?,no
image3208,Do stress induce involution in baby with hyaline membrane disease?,yes
image3208,What induce involution in baby with hyaline membrane disease?,stress
image3208,Does pituitary show thymus?,no
image3208,What is present?,hematologic
image3208,What does this image show?,thymus
image3209,Is chromophobe adenoma present?,no
image3209,What is present ?,hematologic
image3209,What is present?,hematologic
image3209,Is hematologic present?,yes
image3209,Is dysplastic present?,no
image3209,What is present?,spleen
image3209,Is spleen present?,yes
image3209,Is this photo present?,no
image3209,What is present ?,spleen
image3209,Is Erythrophagocytosis new born present?,yes
image3210,What is present ?,hematologic
image3210,Is this photo present?,no
image3210,Is hematologic present?,yes
image3210,Is multiple myeloma present?,yes
image3210,Is lymphangiomatosis present?,no
image3210,Is bone marrow present?,yes
image3210,Does this image show wrights typical plasma cells?,yes
image3210,Is glomerulosa present?,no
image3210,What is present?,hematologic
image3210,Does abdomen show wrights typical plasma cells?,no
image3211,Is lupus erythematosus basophilic bodies and periarterial fibrosis present?,yes
image3211,What is present ?,spleen
image3211,What is present?,hematologic
image3211,Does this image show two basophilic bodies and periarterial fibrosis excellent example of this rarely seen lupus lesion?,yes
image3211,Is spleen present?,yes
image3211,What is present?,spleen
image3211,Is hematologic present?,yes
image3211,What is present ?,hematologic
image3212,Does opened muscle show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,no
image3212,What is present ?,hematologic
image3212,Is temporal muscle hemorrhage present?,no
image3212,Is granulomata slide present?,no
image3212,Is bone marrow present?,yes
image3212,Is nodular tumor present?,no
image3212,Is hematologic present?,yes
image3212,Does this image show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,yes
image3212,What is present?,hematologic
image3212,Is plasma cell present?,yes
image3213,Is complex craniofacial abnormalities present?,no
image3213,What is present ?,hematologic
image3213,What is present?,sideroblasts
image3213,Is palmar crease normal present?,no
image3213,Is bone marrow present?,yes
image3213,Is that present?,no
image3213,Is hematologic present?,yes
image3213,Is sideroblasts present?,yes
image3213,What is present?,hematologic
image3213,What is present ?,sideroblasts
image3213,Does this image show iron stain excellent example source unknown?,yes
image3213,Does infant body show iron stain excellent example source unknown?,no
image3213,What stain excellent example source unknown?,iron
image3213,Does iron stain excellent example source unknown?,yes
image3213,What stain excellent example source unknown ?,iron
image3213,Does quite good liver stain excellent example source unknown?,no
image3214,What does this image show?,wrights
image3214,Does band constriction in skin above ankle of infant show wrights?,no
image3214,What is present?,hematologic
image3214,Does this image show wrights?,yes
image3214,Is nodule present?,no
image3214,Is candida in peripheral blood present?,yes
image3214,Is abdomen present?,no
image3214,What is present ?,hematologic
image3214,What is present ?,blood
image3214,Is intrauterine contraceptive device present?,no
image3214,Is hematologic present?,yes
image3214,Is blood present?,yes
image3214,What is present?,blood
image3215,What is present ?,spleen
image3215,What is present ?,hematologic
image3215,What is present?,spleen
image3215,What is present?,hematologic
image3216,What is present ?,tuberculosis
image3216,What is present ?,hematologic
image3216,Is hematologic present?,yes
image3216,Is hand present?,no
image3216,Is bone marrow present?,yes
image3216,What is present?,hematologic
image3216,What is present?,tuberculosis
image3216,Is tuberculosis present?,yes
image3216,Is close-up excellent example of interosseous muscle atrophy present?,no
image3216,Is ameloblastoma present?,no
image3217,Does this image show x-ray infant?,yes
image3217,What is present?,joints
image3217,Is joints present?,yes
image3218,Does this image show x-ray typical lesion?,yes
image3218,What is present?,joints
image3218,Is joints present?,yes
image3219,What is present?,joints
image3219,How is x-ray of pelvis during life showing osteonecrosis in  femoral head slides ?,right
image3219,How is x-ray of pelvis during life showing osteonecrosis in right  head slides ?,femoral
image3220,Is joints present?,yes
image3220,Does this image show x-ray infant t12 lesion?,yes
image3220,What is present?,joints
image3221,"Does this image show calvarium, sella turcica pituitary gland, normal?",yes
image3221,Is pierre robin sndrome present?,no
image3221,Is nervous present?,yes
image3221,What is present?,nervous
image3221,"Does this section showing liver with tumor mass in hilar area tumor show calvarium, sella turcica pituitary gland, normal?",no
image3221,What does this image show?,calvarium
image3222,Does this image show wernicke 's encephalopathy?,yes
image3222,Is the tumor present?,no
image3222,Is nervous present?,yes
image3222,What is present?,nervous
image3222,"Does bone, skull show wernicke 's encephalopathy?",no
image3223,Is nervous present?,yes
image3223,Is apoptosis tunel present?,no
image3223,Does this image show brain abscess?,yes
image3223,What is present?,nervous
image3223,Does gangrene show brain abscess?,no
image3224,Is this image present?,no
image3224,Is nervous present?,yes
image3224,What is present?,nervous
image3224,Does infarct show brain abscess?,no
image3224,Does this image show brain abscess?,yes
image3225,What does this image show?,brain
image3225,Is mucinous cystadenocarcinoma present?,no
image3225,Is nervous present?,yes
image3225,What is present?,nervous
image3225,"Does metastatic carcinoma show brain, frontal lobe atrophy, pick 's disease?",no
image3225,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3226,Is nervous present?,yes
image3226,Is this section showing liver with tumor mass in hilar area tumor present?,no
image3226,What does this image show?,brain
image3226,"Does this image show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",yes
image3226,"Does muscle show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",no
image3226,What is present?,nervous
image3227,What does this image show?,brain
image3227,"Does this image show brain, herpes encephalitis?",yes
image3227,"Does this great toe show brain, herpes encephalitis?",no
image3227,Is nervous present?,yes
image3227,Is surface present?,no
image3227,What is present?,nervous
image3228,Is nervous present?,yes
image3228,Is amyloidosis present?,no
image3228,What does this image show?,brain
image3228,"Does this image show brain, herpes encephalitis?",yes
image3228,"Does bone, mandible show brain, herpes encephalitis?",no
image3228,What is present?,nervous
image3229,Is matting history of this case present?,no
image3229,Is nervous present?,yes
image3229,What is present?,nervous
image3229,"Does opened muscle show brain, Breast cancer metastasis to meninges?",no
image3229,"Does this image show brain, Breast cancer metastasis to meninges?",yes
image3229,What does this image show?,brain
image3230,Is nervous present?,yes
image3230,What is present?,nervous
image3230,"Does carcinoma metastatic lung show intraventricular hemorrhage, neonate brain?",no
image3230,"Does this image show intraventricular hemorrhage, neonate brain?",yes
image3230,Is retroperitoneum present?,no
image3231,What does this image show?,brain
image3231,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3231,"Does apoptosis tunel show brain, frontal lobe atrophy, pick 's disease?",no
image3231,What is present?,nervous
image3231,Is nervous present?,yes
image3231,Is yellow color present?,no
image3232,What is present?,nervous
image3232,Is nervous present?,yes
image3232,Is rheumatoid arthritis with vasculitis present?,no
image3233,What does this image show?,brain
image3233,"Does this image show brain, cryptococcal meningitis?",yes
image3233,"Does miliary tuberculosis show brain, cryptococcal meningitis?",no
image3233,What is present?,nervous
image3233,Is abdomen present?,no
image3233,Is nervous present?,yes
image3234,What does this image show?,brain
image3234,Is there present?,no
image3234,"Does spleen show brain, cryptococcal meningitis?",no
image3234,Is nervous present?,yes
image3234,"Does this image show brain, cryptococcal meningitis?",yes
image3234,What is present?,nervous
image3235,"Does this image show brain, cryptococcal meningitis?",yes
image3235,"Does metastatic melanoma show brain, cryptococcal meningitis?",no
image3235,What is present?,nervous
image3235,Is nervous present?,yes
image3235,Is choanal patency present?,no
image3235,What does this image show?,brain
image3236,What is present?,nervous
image3236,What does this image show?,brain
image3236,"Does this image show brain, old infarcts, embolic?",yes
image3236,Is nervous present?,yes
image3236,Is newborn cord around neck present?,no
image3236,"Does papillary astrocytoma show brain, old infarcts, embolic?",no
image3237,Where is this?,oral
image3237,Does this image show anhidrotic ectodermal dysplasia?,yes
image3237,Does carcinomatosis endometrium primary show anhidrotic ectodermal dysplasia?,no
image3237,What is present?,oral
image3237,Is silver present?,no
image3237,Is oral present?,yes
image3238,Where is this?,oral
image3238,Does this image show compound odontoma?,yes
image3238,Does esophagus show compound odontoma?,no
image3238,Is lupus erythematosus periarterial fibrosis present?,no
image3238,Is oral present?,yes
image3238,What is present?,oral
image3239,Is oral present?,yes
image3239,Where is this?,oral
image3239,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3239,Does this image show intraosseous mucoepidermoid carcinoma?,yes
image3239,Does multiple myeloma show intraosseous mucoepidermoid carcinoma?,no
image3239,What is present?,oral
image3240,Does pus in test tube show cemento-ossifying fibroma?,no
image3240,Is serous cyst present?,no
image3240,Is oral present?,yes
image3240,Where is this?,oral
image3240,Does this image show cemento-ossifying fibroma?,yes
image3240,What is present?,oral
image3241,What is present?,oral
image3241,Is notochord present?,no
image3241,Does medulloblastoma show hematopoietic bone marrow defect?,no
image3241,Is oral present?,yes
image3241,Does this image show hematopoietic bone marrow defect?,yes
image3241,Where is this?,oral
image3242,Is oral present?,yes
image3242,What is present?,oral
image3242,Does child show osteoblastoma?,no
image3242,Does this image show osteoblastoma?,yes
image3242,Is mycobacterium avium intracellulare present?,no
image3242,What does this image show?,osteoblastoma
image3242,Where is this?,oral
image3243,Is oral present?,yes
image3243,Where is this?,oral
image3243,Is penis present?,no
image3243,Does this image show garres osteomyelitis proliferative periosteitis?,yes
image3243,Does granulosa cell tumor show garres osteomyelitis proliferative periosteitis?,no
image3243,What is present?,oral
image3244,Where is this?,oral
image3244,Is oral present?,yes
image3244,Is di george syndrome present?,no
image3244,Does this image show dentigerous cyst?,yes
image3244,Does infiltrative process show dentigerous cyst?,no
image3244,What is present?,oral
image3245,Where is this?,oral
image3245,Does this image show cherubism?,yes
image3245,Does malformed base show cherubism?,no
image3245,What is present?,oral
image3245,Is oral present?,yes
image3245,Is cachexia present?,no
image3245,What does this image show?,cherubism
image3246,Does postpartum show acute pancreatitis?,no
image3246,Does this image show acute pancreatitis?,yes
image3247,Does mucicarmine show acute pancreatitis?,no
image3247,Does this image show acute pancreatitis?,yes
image3248,Does this image show pancreatic fat necrosis?,yes
image3248,Does glomerulosa show pancreatic fat necrosis?,no
image3249,"Does stress show adenocarcinoma, head of pancreas?",no
image3249,"Does this image show adenocarcinoma, head of pancreas?",yes
image3249,What does this image show?,adenocarcinoma
image3250,Is pancreas present?,yes
image3250,What is present?,pancreas
image3250,"Does this image show adenocarcinoma, mucinous, head of pancreas?",yes
image3250,"Does excellent vertebral body primary show adenocarcinoma, mucinous, head of pancreas?",no
image3250,What does this image show?,adenocarcinoma
image3251,"Does this image show adenocarcinoma, head of pancreas?",yes
image3251,What does this image show?,adenocarcinoma
image3251,"Does splenomegaly with cirrhosis show adenocarcinoma, head of pancreas?",no
image3252,Does serous cystadenoma show acute pancreatitis with fat necrosis?,no
image3252,Does this image show acute pancreatitis with fat necrosis?,yes
image3253,What is present?,prostate
image3253,Is prostate present?,yes
image3253,What is present?,hyperplasia
image3253,Is hyperplasia present?,yes
image3253,Does this image show enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example?,yes
image3254,What does this image show?,testes
image3254,"Does this image show testes, atrophy?",yes
image3254,Is male Reproductive present?,yes
image3255,What is present?,testicle
image3255,Is testicle present?,yes
image3255,Does this image show fixed tissue tumor masses with necrosis easily seen?,yes
image3255,Is metastatic melanoma present?,yes
image3256,What is present?,prostate
image3256,Is prostate present?,yes
image3256,Is benign hyperplasia present?,yes
image3256,Does this image show good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation?,yes
image3257,Does this image show glans ulcer probable herpes?,yes
image3257,Does parathyroid show glans ulcer probable herpes?,no
image3257,What is present?,penis
image3257,Is penis present?,yes
image3257,Is node metastases present?,no
image3258,Is hyperplasia median bar present?,yes
image3258,Is prostate present?,yes
image3258,What is present?,prostate
image3258,Does this image show large median bar type lesion with severe cystitis?,yes
image3259,Is supernumerary digits present?,no
image3259,Is pulmonary osteoarthropathy present?,no
image3259,What is present ?,hepatobiliary
image3259,What is present ?,liver
image3259,What is present?,liver
image3259,Does this image show primary biliary cirrhosis?,yes
image3259,Is liver present?,yes
image3259,What is present?,hepatobiliary
image3259,Is hepatobiliary present?,yes
image3259,Does optic nerve show primary biliary cirrhosis?,no
image3260,Is hemorrhage associated with placental abruption present?,no
image3260,Is liver present?,yes
image3260,Is hepatobiliary present?,yes
image3260,Is lymphoid atrophy in newborn present?,no
image3260,What is present?,liver
image3260,What is present?,hepatobiliary
image3260,Does hematoma show mild-to-moderate acute rejection?,no
image3260,Does this image show mild-to-moderate acute rejection?,yes
image3261,Does anencephaly and bilateral cleft palate show recovery of ducts?,no
image3261,What is present?,hepatobiliary
image3261,Is hepatobiliary present?,yes
image3261,Is situs inversus present?,no
image3261,What is present?,liver
image3261,Is liver present?,yes
image3261,Does this image show recovery of ducts?,yes
image3261,Is right side atresia present?,no
image3262,Is adenoma present?,no
image3262,What is present ?,hepatobiliary
image3262,What is present?,liver
image3262,Is cervical carcinoma present?,no
image3262,Is hepatobiliary present?,yes
image3262,What is present?,hepatobiliary
image3262,Does ovary show autoimmune hepatitis?,no
image3262,Does this image show autoimmune hepatitis?,yes
image3262,Is liver present?,yes
image3262,What is present ?,liver
image3263,What is present ?,liver
image3263,Does this protocol show primary sclerosing cholangitis?,no
image3263,Is immunoblastic reaction characteristic of viral infection present?,no
image3263,Is liver present?,yes
image3263,What is present?,liver
image3263,What is present ?,hepatobiliary
image3263,Is cryptosporidia present?,no
image3263,Is hepatobiliary present?,yes
image3263,Does this image show primary sclerosing cholangitis?,yes
image3263,What is present?,hepatobiliary
image3264,Is peritoneum present?,no
image3264,Does this image show autoimmune hepatitis?,yes
image3264,What is present?,liver
image3264,Does histiocyte show autoimmune hepatitis?,no
image3264,What is present?,hepatobiliary
image3264,Is hepatobiliary present?,yes
image3264,Is liver present?,yes
image3264,Is normal newborn present?,no
image3264,What is present ?,hepatobiliary
image3264,What is present ?,liver
image3265,Does exposure show autoimmune hepatitis?,no
image3265,What is present?,hepatobiliary
image3265,Is hepatobiliary present?,yes
image3265,Does this image show autoimmune hepatitis?,yes
image3265,What is present?,liver
image3265,What is present ?,liver
image3265,Is very good example present?,no
image3265,Is lymphangiomatosis generalized present?,no
image3265,What is present ?,hepatobiliary
image3265,Is liver present?,yes
image3266,What is present ?,liver
image3266,What is present ?,hepatobiliary
image3266,Is umbilical cord present?,no
image3266,Is liver present?,yes
image3266,Is foot present?,no
image3266,Is hepatobiliary present?,yes
image3266,Does this myoma show autoimmune hepatitis?,no
image3266,Does this image show autoimmune hepatitis?,yes
image3266,What is present?,hepatobiliary
image3266,What is present?,liver
image3267,Does this image show hepatitis c virus?,yes
image3267,Does adenoma sebaceum show hepatitis c virus?,no
image3267,What is present ?,liver
image3267,What is present ?,hepatobiliary
image3267,Is close-up tumor present?,no
image3267,Is liver present?,yes
image3267,What is present?,liver
image3267,Is malignant histiocytosis present?,no
image3267,Is hepatobiliary present?,yes
image3267,What is present?,hepatobiliary
image3268,Does this image show primary sclerosing cholangitis?,yes
image3268,Does clostridial postmortem growth show primary sclerosing cholangitis?,no
image3268,Is hepatobiliary present?,yes
image3268,Is pituitary present?,no
image3268,What is present?,liver
image3268,What is present?,hepatobiliary
image3268,Is hemorrhage associated with placental abruption present?,no
image3268,What is present ?,hepatobiliary
image3268,What is present ?,liver
image3268,Is liver present?,yes
image3269,What is present?,hepatobiliary
image3269,Is hepatobiliary present?,yes
image3269,Is coronary artery present?,no
image3269,What is present?,liver
image3269,Is liver present?,yes
image3269,Is cat present?,no
image3269,Does bilobed show resolving acute rejection?,no
image3269,Does this image show resolving acute rejection?,yes
image3270,Is liver present?,yes
image3270,What is present ?,liver
image3270,Is plasma cell present?,no
image3270,Does this image show primary biliary cirrhosis?,yes
image3270,What is present ?,hepatobiliary
image3270,Does this good yellow color slide show primary biliary cirrhosis?,no
image3270,Is hepatobiliary present?,yes
image3270,What is present?,hepatobiliary
image3270,Is acute peritonitis present?,no
image3270,What is present?,liver
image3271,Does this image show severe acute rejection?,yes
image3271,Does lymphangiomatosis generalized show severe acute rejection?,no
image3271,What is present?,hepatobiliary
image3271,Is hepatobiliary present?,yes
image3271,Is exposure present?,no
image3271,What is present?,liver
image3271,Is liver present?,yes
image3271,Is focal hemorrhagic infarction well shown present?,no
image3272,Does sickle cell disease show primary biliary cirrhosis?,no
image3272,Is hepatobiliary present?,yes
image3272,Is fetus developing very early present?,no
image3272,Does this image show primary biliary cirrhosis?,yes
image3272,What is present?,hepatobiliary
image3272,What is present ?,hepatobiliary
image3272,Is liver present?,yes
image3272,Is angiogram present?,no
image3272,What is present ?,liver
image3272,What is present?,liver
image3273,What is present?,liver
image3273,Does this image show primary biliary cirrhosis?,yes
image3273,Does appendix show primary biliary cirrhosis?,no
image3273,What is present?,hepatobiliary
image3273,Is hepatobiliary present?,yes
image3273,Is polyarteritis nodosa present?,no
image3273,Is postoperative cardiac surgery present?,no
image3273,What is present ?,hepatobiliary
image3273,What is present ?,liver
image3273,Is liver present?,yes
image3274,Is hemorrhage associated with placental abruption present?,no
image3274,Is liver present?,yes
image3274,What is present ?,hepatobiliary
image3274,What is present ?,liver
image3274,What is present?,liver
image3274,Is chronic ischemia present?,no
image3274,Is hepatobiliary present?,yes
image3274,What is present?,hepatobiliary
image3274,Does stein leventhal show primary biliary cirrhosis?,no
image3274,Does this image show primary biliary cirrhosis?,yes
image3275,What is present?,hepatobiliary
image3275,Is hepatobiliary present?,yes
image3275,Is leiomyomas present?,no
image3275,Is liver present?,yes
image3275,Is metastatic carcinoma lung present?,no
image3275,Does child show mild-to-moderate acute rejection?,no
image3275,Does this image show mild-to-moderate acute rejection?,yes
image3275,What is present?,liver
image3276,Is petechial and purpuric hemorrhages present?,yes
image3276,Does this image show white skin close-up view quite good?,yes
image3276,Does gross show white skin close-up view quite good?,no
image3276,Is necrotic and ulcerated centers present?,no
image3276,Where is this?,skin
image3277,Where is this?,skin
image3277,Does yellow color show portion of body with extensive skin desquamation same as in 907?,no
image3277,Does this image show portion of body with extensive skin desquamation same as in 907?,yes
image3278,Does this image show close-up photo quite good?,yes
image3278,Does spina bifida show close-up photo quite good?,no
image3278,What is present?,petechiae
image3278,Is glomerulosa present?,no
image3278,Where is this?,skin
image3278,Is petechiae present?,yes
image3279,What does this image show?,skin
image3279,"Does this image show skin, neurofibromatosis?",yes
image3279,"Does larynx show skin, neurofibromatosis?",no
image3279,Where is this?,skin
image3280,Does this image show close-up photo very good?,yes
image3280,Does amebiasis show close-up photo very good?,no
image3280,What is present?,petechiae
image3280,Is petechiae present?,yes
image3280,Is antitrypsin present?,no
image3280,Where is this?,skin
image3281,Where is this?,skin
image3282,Does view of thighs and legs at autopsy ecchymose with central necrosis?,yes
image3282,Does hearts ecchymose with central necrosis?,no
image3282,What looks like pyoderma gangrenosum?,ulceration
image3282,Where is this?,skin
image3283,Where is this?,skin
image3283,"Does lesion of myocytolysis show skin, kaposis 's sarcoma?",no
image3283,"Does this image show skin, kaposis 's sarcoma?",yes
image3283,What does this image show?,skin
image3284,What is correct diagnosis as i do not have protocol?,this
image3284,Where is this?,skin
image3284,How is this  diagnosis as i do not have protocol?,correct
image3284,How is this  what it looks like?,sure
image3284,Is toxic epidermal necrolysis present?,yes
image3284,Is metastatic melanoma sure what it looks like?,no
image3284,Is this sure what it looks like?,yes
image3284,Is large cell lymphoma present?,no
image3284,Is hilar cell tumor correct diagnosis as i do not have protocol?,no
image3284,What is sure what it looks like?,this
image3284,Does this image show close-up of bullous skin lesions and peeling of skin?,yes
image3284,Does lymphoblastic lymphoma show close-up of bullous skin lesions and peeling of skin?,no
image3284,Is this correct diagnosis as i do not have protocol?,yes
image3285,What does this image show?,cellulitis
image3285,Does this image show cellulitis?,yes
image3285,Does foot show cellulitis?,no
image3285,Where is this?,skin
image3286,Where is this?,skin
image3286,Does this image show verruca vulgaris?,yes
image3286,Does lymph node show verruca vulgaris?,no
image3287,Does this image show cryptococcal dematitis?,yes
image3287,Where is this?,skin
image3287,Does typical tuberculous exudate show cryptococcal dematitis?,no
image3288,Where is this?,skin
image3288,What burn?,thermal
image3288,Do thermal burn?,yes
