image,question,answer
augmented_image1139.jpg,Where is this area in the body?,heart
augmented_image493.jpg,Is stillbirth the stage that immediately precedes invasive squamous cell carcinoma?,no
augmented_image2230.jpg,How is infant body opened showing  apex to right  ?,cardiac
augmented_image2102.jpg,What is present?,hepatobiliary
augmented_image94.jpg,Does the tumor invade the dermal soft tissue as irregular projections of atypical squamous cells exhibiting acantholysis?,yes
augmented_image1648.jpg,Is spleen present?,yes
augmented_image704.jpg,Is soft tissue present?,yes
augmented_image1836.jpg,Is appendix present?,no
augmented_image248.jpg,Does the overlying cap show mature cartilage cells covering the underlying mature lamellar bone containing marrow spaces?,yes
augmented_image2214.jpg,Does leiomyosarcoma show good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking?,no
augmented_image2108.jpg,What is present ?,hepatobiliary
augmented_image1211.jpg,What is present?,gastrointestinal
augmented_image2076.jpg,What is present?,prostate
augmented_image2441.jpg,Is hepatobiliary present?,yes
augmented_image1412.jpg,What is present?,leiomyoma
augmented_image1151.jpg,What is present?,gastrointestinal
augmented_image1838.jpg,What is present?,gastrointestinal
augmented_image525.jpg,Is sectioned slice of the liver focal necrosis along the nephron involving proximal convoluted tubule as well as distal convoluted tubule DCT?,no
augmented_image1407.jpg,What does this image show?,thyroid
augmented_image1128.jpg,What is present ?,Cardiovascular
augmented_image324.jpg,Does the drainage tract in the subperiosteal shell of viable new bone show the inner native necrotic cortex (sequestrum)?,yes
augmented_image1919.jpg,Does vasculature show pseudohyphal forms?,no
augmented_image2030.jpg,Does this fixed tissue show pagets disease?,no
augmented_image1077.jpg,What does this image show?,leiomyoma
augmented_image2437.jpg,"Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show bronchiogenic carcinoma, smoker, metastases?",no
augmented_image2574.jpg,What is present ?,vasculature
augmented_image639.jpg,Where is this?,oral
augmented_image189.jpg,"Are mutations in membrane proteins-alpha-spectrin, beta-spectrin and ankyrin, filled with exudate consisting chiefly of neutrophils?",no
augmented_image1344.jpg,Is subdiaphragmatic abscess present?,no
augmented_image2250.jpg,Where is this area in the body?,abdomen
augmented_image493.jpg,"Do more ominous changes include the appearance of squamous dysplasia,  characterized by the presence of disordered squamous epithelium,  with loss of nuclear polarity,  nuclear hyperchromasia,  pleomorphism,  and mitotic figures?",yes
augmented_image1384.jpg,Is adenocarcinoma present?,no
augmented_image2539.jpg,"Does quite good liver show heart, myocardial infarction, wavey fiber change, necrtosis, hemorrhage, and dissection?",no
augmented_image396.jpg,"Does the initial reaction complex consist of a protease, a substrate, and a reaction accelerator assembled on a platelet phospholipid surface?",yes
augmented_image1509.jpg,What are present?,extremities
augmented_image1035.jpg,Is case of peritonitis slide present?,no
augmented_image1525.jpg,Does this image show excellent example of acrocyanosis?,yes
augmented_image2435.jpg,What does this image show?,liver
augmented_image801.jpg,Does this image show close-up natural color dr garcia tumors b67?,yes
augmented_image1833.jpg,Does typical tuberculous exudate show excellent photo typical adenocarcinoma extending through muscularis to serosa?,no
augmented_image2211.jpg,Does this image show twins joined at head facing each other?,yes
augmented_image1574.jpg,Where is this?,urinary
augmented_image2027.jpg,Does retroperitoneal liposarcoma show chronic osteomyelitis?,no
augmented_image1068.jpg,Is vessel present?,no
augmented_image2101.jpg,Is placenta present?,no
augmented_image1232.jpg,"Does this image show lymph node, cytomegalovirus?",yes
augmented_image1938.jpg,Is adrenal of premature 30 week gestation gram infant lesion present?,no
augmented_image69.jpg,Is FISH using a fluorescein-labeled cosmid probe for N-myc on a tissue section containing neuroblastoma attached to the kidney?,yes
augmented_image716.jpg,Where is this?,lung
augmented_image2290.jpg,Is cardiovascular present?,yes
augmented_image2306.jpg,What is rocky mountain spotted?,fever
augmented_image2009.jpg,Where is this?,oral
augmented_image696.jpg,Does omphalocele show skeletal muscle atrophy?,no
augmented_image1734.jpg,Does metastatic carcinoma show varix?,no
augmented_image1088.jpg,Is rocky mountain present?,no
augmented_image1779.jpg,"Does epididymis show brain, toxoplasma encephalitis?",no
augmented_image137.jpg,Does healthy neutrophils with nuclei develop long-term neurologic sequelae?,no
augmented_image1245.jpg,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
augmented_image1922.jpg,What is present ?,thymus
augmented_image2128.jpg,What is present?,hepatobiliary
augmented_image1390.jpg,What is present ?,endocrine
augmented_image2429.jpg,Does metastatic colon cancer show cholangiocarcinoma?,no
augmented_image645.jpg,Does postpartum uterus show periapical granuloma?,no
augmented_image2071.jpg,Is ulcerative lesions slide labeled chancroid?,yes
augmented_image1034.jpg,What is present ?,endocrine
augmented_image1843.jpg,Is gastrointestinal present?,yes
augmented_image739.jpg,Is hemisection of nose present?,no
augmented_image2214.jpg,Is good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking?,yes
augmented_image138.jpg,What is there in the mesangial matrix between the capillaries?,increase
augmented_image528.jpg,Is bile duct cells and canals of hering produced by radiation therapy of the neck region?,no
augmented_image594.jpg,Is oral present?,yes
augmented_image1892.jpg,What is present?,hematologic
augmented_image1814.jpg,Does this image show normal appendix?,yes
augmented_image548.jpg,Is there extensive necrosis of epithelial cells involving predominantly proximal convoluted tubule diffusely?,yes
augmented_image632.jpg,Does sugar coated show mucoepidermoid carcinoma?,no
augmented_image1846.jpg,What is present?,intestine
augmented_image1508.jpg,What is present ?,hand
augmented_image2408.jpg,What is present?,muscle
augmented_image548.jpg,Does the tubular lumina contain casts and the regenerating flat epithelium lines the necrosed tubule?,yes
augmented_image2248.jpg,Does intraductal papillomatosis with apocrine metaplasia show x-ray postmortdissected artery lesions in small branches?,no
augmented_image2048.jpg,"Does bone, clivus show normal pancreas?",no
augmented_image1889.jpg,What is present ?,hematologic
augmented_image742.jpg,Is respiratory present?,yes
augmented_image1400.jpg,Is endocrine present?,yes
augmented_image2063.jpg,Is prostate present?,yes
augmented_image763.jpg,Where is this?,lung
augmented_image963.jpg,"Does cytomegaly show lung, chronic abscesses?",no
augmented_image1947.jpg,What is present?,nervous
augmented_image1862.jpg,What is present ?,blood
augmented_image2335.jpg,Where is this?,skin
augmented_image1162.jpg,What is present?,gastrointestinal
augmented_image1937.jpg,What does this image show?,brain
augmented_image2118.jpg,Does postpartum show sarcoid?,no
augmented_image1613.jpg,How is aorta not opened surrounded by  nodes ?,large
augmented_image2328.jpg,Where is this?,skin
augmented_image1135.jpg,Is cardiovascular present?,yes
augmented_image761.jpg,Is respiratory present?,yes
augmented_image1196.jpg,What is present?,gastrointestinal
augmented_image1653.jpg,What is present ?,hematologic
augmented_image338.jpg,"Does semisolid aspirates contain irregular, friable papillary growth arising from mucosa arrow?",no
augmented_image658.jpg,"Does this image show synovial proliferation, villous, rheumatoid arthritis?",yes
augmented_image1620.jpg,Is hematologic present?,yes
augmented_image10.jpg,"Are a few interspersed neutrophils,  much smaller in size and with compact,  lobate nuclei,  evident?",no
augmented_image1834.jpg,"Does fibrotic lesion show stomach, adenomatous polyp and malignant focus?",no
augmented_image2108.jpg,What is present?,hepatobiliary
augmented_image2241.jpg,Is cardiovascular present?,yes
augmented_image2497.jpg,What stain tubular atrophy and interstitial iron deposits?,iron
augmented_image2246.jpg,Does this image show x-ray postmortcoronary angiogram rather typical example of proximal lesions?,yes
augmented_image2020.jpg,Does liver show developing 3rd molar?,no
augmented_image150.jpg,Does part of the oesophagus which is normally lined by squamous epithelium undergo metaplastic change to columnar epithelium of intestinal type?,yes
augmented_image2250.jpg,Is abdomen present?,yes
augmented_image2191.jpg,Where is this?,skin
augmented_image1707.jpg,Is pancreas present?,yes
augmented_image959.jpg,Is typical ivory vertebra present?,no
augmented_image1948.jpg,Is nervous present?,yes
augmented_image2228.jpg,Is lymphangiomatosis Generalized present?,yes
augmented_image2254.jpg,Where is this?,aorta
augmented_image1308.jpg,Is normal immature infant present?,no
augmented_image827.jpg,"Is bone, calvarium present?",yes
augmented_image1799.jpg,Is close-up of lesion present?,no
augmented_image2411.jpg,Does this image show fixed tissue nice example shown close-up?,yes
augmented_image1872.jpg,Is siamese twins present?,no
augmented_image1774.jpg,What is present?,oral
augmented_image2447.jpg,What is present?,liver
augmented_image2099.jpg,Is hepatobiliary present?,yes
augmented_image1188.jpg,What does this image show?,stomach
augmented_image1694.jpg,Where is this?,pancreas
augmented_image1413.jpg,Does photo show dermoid cyst?,no
augmented_image1943.jpg,Is hypertension present?,no
augmented_image759.jpg,What does this image show?,lung
augmented_image862.jpg,Is gangrene toe in infant present?,no
augmented_image2360.jpg,Does tuberculosis show sections of sternum with metastatic lesions from Breast?,no
augmented_image67.jpg,"Is a solitary,  well-circumscribed nodule visible in this gross specimen?",yes
augmented_image2518.jpg,What is present?,cardiovascular
augmented_image854.jpg,Is nervous present?,yes
augmented_image610.jpg,What is present?,oral
augmented_image1444.jpg,Is ovary present?,yes
augmented_image521.jpg,"Is the tumour seen to form a thick, white, fleshy coat over the parietal and visceral surfaces?",yes
augmented_image1893.jpg,Is hematologic present?,yes
augmented_image2033.jpg,Is oral present?,yes
augmented_image1897.jpg,Does autoimmune thyroiditis show wrights stain?,no
augmented_image1858.jpg,Does this image show oil wrights good photo blast cells?,yes
augmented_image342.jpg,Are there clefts in the epidermal layers containing large tumour cells?,yes
augmented_image443.jpg,Are the amyloid deposits distorted due to cystic change?,no
augmented_image458.jpg,Does the head appear to be too large for the emaciated body?,yes
augmented_image1888.jpg,Is hematologic present?,yes
augmented_image2441.jpg,What is present?,liver
augmented_image74.jpg,Are these nests composed of uniform cuboidal cells having granular cytoplasm?,yes
augmented_image1141.jpg,Do this image shows of smooth muscle cell with lipid in sarcoplasm and lipid precipitate in interstitial space very good example outside case?,yes
augmented_image647.jpg,Does chronic myelogenous leukemia show central giant cell lesion?,no
augmented_image1812.jpg,"Does this image show esophagus, varices?",yes
augmented_image1760.jpg,Where is this?,oral
augmented_image121.jpg,Is failure to stain due to enzyme loss after cell death?,yes
augmented_image967.jpg,What does this image show?,lung
augmented_image406.jpg,Do the tumour cells contain elongated bile plugs?,no
augmented_image2219.jpg,Is Spina Bifida present?,yes
augmented_image1746.jpg,Is oral present?,yes
augmented_image2567.jpg,Where is this from?,vasculature
augmented_image1289.jpg,Where is this?,urinary
augmented_image2054.jpg,"Does all the fat necrosis show adenocarcinoma, body of pancreas?",no
augmented_image1826.jpg,Is optic nerve present?,no
augmented_image1127.jpg,What is present ?,atrophy
augmented_image716.jpg,"Does this image show lung, phlebosclerosis?",yes
augmented_image1831.jpg,What does this image show?,duodenum
augmented_image1022.jpg,"Does this image show thyroid, goiter?",yes
augmented_image1974.jpg,Does history show brain abscess?,no
augmented_image1922.jpg,What is present?,thymus
augmented_image2124.jpg,Is hepatobiliary present?,yes
augmented_image40.jpg,"Is the cause of reversible injury at the right, in the specimen shown?",no
augmented_image870.jpg,Where is this?,nervous
augmented_image2091.jpg,What is present?,prostate
augmented_image1422.jpg,Is chromophobe adenoma present?,no
augmented_image2081.jpg,What is present?,penis
augmented_image2209.jpg,Is Cephalothoracopagus Janiceps present?,yes
augmented_image384.jpg,Does the tumour show islands and lobules within the dermis which are composed of two types of cells: outer basophilic cells and inner shadow cells?,yes
augmented_image770.jpg,Is respiratory present?,yes
augmented_image785.jpg,Is Face present?,yes
augmented_image1430.jpg,Is female reproductive present?,yes
augmented_image880.jpg,What does this image show?,brain
augmented_image1453.jpg,What sliced open like a book typical for this lesion with yellow foci evident view of all pelvic organ in slide ?,close-up
augmented_image1966.jpg,Does this image show brain abscess?,yes
augmented_image1637.jpg,What see other sides this case ?,normal
augmented_image1038.jpg,What is present ?,endocrine
augmented_image1734.jpg,Where is this?,oral
augmented_image1251.jpg,Does this image show pleomorphic see other slides this case?,yes
augmented_image1915.jpg,What is present ?,thymus
augmented_image2565.jpg,Is cardiovascular present?,yes
augmented_image1809.jpg,What is present ?,gastrointestinal
augmented_image1763.jpg,Is retroperitoneum present?,no
augmented_image1380.jpg,Does stillborn cord around neck show med bizarre hurthle type cells with lymphocytic infiltrate no recognizable thyroid tissue?,no
augmented_image2135.jpg,What is present?,liver
augmented_image398.jpg,Is the thyroid gland enlarged diffusely?,yes
augmented_image1723.jpg,Is neurofibrillary change present?,no
augmented_image1830.jpg,Is acute lymphocytic leukemia present?,no
augmented_image850.jpg,"Does this image show brain, toxoplasma encephalitis?",yes
augmented_image1892.jpg,Does this image show predominant epithelial component?,yes
augmented_image2345.jpg,What does this image show?,skin
augmented_image246.jpg,"Is the pattern of staining of anti-centromere antibodies seen in some cases of systemic sclerosis,  Sjogren syndrome,  and other diseases?",yes
augmented_image1110.jpg,Does this image show an opened peritoneal cavity cause by fibrous band strangulation see other slides?,yes
augmented_image979.jpg,Is squamous cell carcinoma present?,yes
augmented_image2522.jpg,"Does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?",yes
augmented_image1645.jpg,Is peritoneal fluid present?,no
augmented_image2243.jpg,Is peritoneum present?,no
augmented_image1227.jpg,Is mycobacterium avium intracellulare present?,yes
augmented_image164.jpg,Are the dilated ascending aorta and major branch vessels to the left of the coarctation?,yes
augmented_image2525.jpg,Is cardiovascular present?,yes
augmented_image2122.jpg,Is hepatobiliary present?,yes
augmented_image2523.jpg,Is leiomyosarcoma present?,no
augmented_image1071.jpg,Is female reproductive present?,yes
augmented_image877.jpg,Is nervous present?,yes
augmented_image937.jpg,Is respiratory present?,yes
augmented_image1070.jpg,"Does this image show cervix, mild dysplasia?",yes
augmented_image2565.jpg,Is muscle atrophy present?,no
augmented_image1643.jpg,Is hematologic present?,yes
augmented_image848.jpg,What is present?,nervous
augmented_image2087.jpg,Does this image show fixed tissue contrast of normal cut surface with one having diffuse infiltrate?,yes
augmented_image1491.jpg,What are present ?,extremities
augmented_image945.jpg,Where is this?,lung
augmented_image2524.jpg,Is cardiovascular present?,yes
augmented_image1976.jpg,"Does metastatic pancreas carcinoma show toxoplasmosis, brain?",no
augmented_image1821.jpg,Is very good example present?,no
augmented_image1972.jpg,What is present?,nervous
augmented_image1499.jpg,Is Dysplastic present?,Dysplastic
augmented_image276.jpg,"Does Cut surface of tumour show cystic change while solid areas show dark brown, necrotic and haemorrhagic tumour?",yes
augmented_image1642.jpg,Does this image show large yellow lesion probably several weeks of age?,yes
augmented_image1610.jpg,Is metastatic carcinoma lung present?,yes
augmented_image847.jpg,"Does di george syndrome show brain, herpes encephalitis, perivascular cuffing?",no
augmented_image1588.jpg,Is kidney present?,yes
augmented_image2052.jpg,Does this image show islet cell carcinoma?,yes
augmented_image2159.jpg,"Does this image show skin, neurofibromatosis?",yes
augmented_image1962.jpg,What is present?,nervous
augmented_image1595.jpg,Is quite good example of hypopharyngeal edema larynx present?,no
augmented_image2505.jpg,What does this image show?,meningococcemia
augmented_image2461.jpg,What is present?,liver
augmented_image1522.jpg,Are hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain present?,no
augmented_image1062.jpg,"Does this image show thyroid, goiter?",yes
augmented_image2424.jpg,What is present ?,hepatobiliary
augmented_image1902.jpg,Is bone marrow present?,yes
augmented_image2095.jpg,Is prostate present?,yes
augmented_image2562.jpg,What does this image show?,vasculitis
augmented_image2555.jpg,What does this image show?,atherosclerosis
augmented_image1637.jpg,How does cut surface prominent lymph follicles size appear normal see  sides this case ?,other
augmented_image1902.jpg,Does this image show wrights?,yes
augmented_image1985.jpg,Is infant body present?,no
augmented_image1018.jpg,Does this image show adrenal medullary tumor?,yes
augmented_image703.jpg,What does this image show?,gout
augmented_image1540.jpg,"Does lymphangiomatosis show kidney, chronic sickle cell disease?",no
augmented_image1737.jpg,What is present?,oral
augmented_image1671.jpg,What is present ?,hematologic
augmented_image2000.jpg,What is present?,oral
augmented_image777.jpg,Is nervous present?,yes
augmented_image33.jpg,"Are the alveoli and respiratory bronchioles surrounding the coal macule arranged in sheets, cords or aggregates and at places form pseudorosettes?",no
augmented_image495.jpg,Are there bands of collagen forming nodules and characteristic lacunar RS cells?,yes
augmented_image1750.jpg,Is oral present?,yes
augmented_image1422.jpg,Does this image show large mass lobular tumor lung primary?,yes
augmented_image2035.jpg,Where is this?,oral
augmented_image808.jpg,What is present?,Face
augmented_image1829.jpg,What does this image show?,appendix
augmented_image616.jpg,Does cut edge of mesentery show lipoma?,no
augmented_image1109.jpg,Is retroperitoneal liposarcoma present?,yes
augmented_image2300.jpg,Where is this?,heart
augmented_image2490.jpg,Does this image show typical lesion?,yes
augmented_image1346.jpg,Is pituitary present?,yes
augmented_image1436.jpg,Is this typical lesion present?,no
augmented_image1057.jpg,Is endocrine present?,yes
augmented_image1661.jpg,What is present ?,Infarct
augmented_image2581.jpg,Does immunostain for growth hormone show glioma?,no
augmented_image860.jpg,What does this image show?,brain
augmented_image905.jpg,What does this image show?,foot
augmented_image1146.jpg,Is abdomen present?,no
augmented_image810.jpg,Is complex Craniofacial Abnormalities present?,yes
augmented_image911.jpg,"Does this image show brain, intraventricular hemorrhage?",yes
augmented_image1093.jpg,What does this image show?,uterus
augmented_image1677.jpg,Is hematologic present?,yes
augmented_image1633.jpg,Is trophic changes present?,no
augmented_image1896.jpg,How is wrights not the best photograph for color but nuclear change  source unknown?,obvious
augmented_image598.jpg,Where is this?,oral
augmented_image1527.jpg,What is present ?,Arachnodactyly
augmented_image1920.jpg,Is intestine present?,no
augmented_image1812.jpg,What is present?,gastrointestinal
augmented_image2349.jpg,Does this image show scleroderma?,yes
augmented_image1411.jpg,Is uterus present?,yes
augmented_image2104.jpg,Is hepatobiliary present?,yes
augmented_image1450.jpg,What is present ?,uterus
augmented_image801.jpg,Is meningioma in posterior fossa present?,yes
augmented_image1566.jpg,What does this image show?,kidney
augmented_image2096.jpg,Is atrophy present?,no
augmented_image446.jpg,Are portal infiltrates dense and prominent?,yes
augmented_image2030.jpg,Is appendix present?,no
augmented_image2524.jpg,"Does acid show heart, microthrombi, thrombotic thrombocytopenic purpura?",no
augmented_image2453.jpg,Is small intestine present?,no
augmented_image2511.jpg,Is amyloidosis present?,no
augmented_image454.jpg,Is a crypt abscess present in the lower right?,yes
augmented_image1163.jpg,What does this image show?,colon
augmented_image1637.jpg,What is present?,spleen
augmented_image1140.jpg,Does typical tuberculous exudate show advanced myofiber atrophy?,no
augmented_image2454.jpg,What is present?,hepatobiliary
augmented_image1708.jpg,What is present?,pancreas
augmented_image61.jpg,"Are undifferentiated pleomorphic sarcoma showing anaplastic relatively small,  symmetric,  and uniformly pigmented?",no
augmented_image544.jpg,"Does the fatty streak in an experimental hypercholesterolemic rabbit demonstrate intimal,  macrophage-derived foam cells ?",yes
augmented_image813.jpg,Is basilar skull fracture present?,yes
augmented_image2523.jpg,Is vasculature present?,yes
augmented_image247.jpg,Are the tumour cells seen as clusters floating in pools of abundant mucin?,yes
augmented_image1914.jpg,Is chromophobe adenoma present?,no
augmented_image2454.jpg,Is liver present?,yes
augmented_image1527.jpg,Does this image show both feet with aortic dissection and mitral prolapse extremities which suggest marfans?,yes
augmented_image480.jpg,Does taghorn renal stone with chronic pyelonephritisthe kidney show invasion by clusters of anaplastic tumour cells?,no
augmented_image1877.jpg,Is metastatic carcinoma colon present?,no
augmented_image348.jpg,How is the distal hepatic tissue?,pale
augmented_image2424.jpg,Is yo present?,no
augmented_image1691.jpg,Where is this?,pancreas
augmented_image1727.jpg,Where is this?,oral
augmented_image1414.jpg,What is present?,leiomyoma
augmented_image1904.jpg,What is present ?,blood
augmented_image436.jpg,What is grey-white soft and shows grossly visible papillary pattern?,nodule
augmented_image1755.jpg,Is papillary intraductal adenocarcinoma present?,no
augmented_image217.jpg,Do the epidermal layers show numerous molluscum bodies which are intracytoplasmic inclusions?,yes
augmented_image2272.jpg,Is cardiovascular present?,yes
augmented_image1087.jpg,Is fetus developing very early present?,yes
augmented_image1499.jpg,What are present ?,extremities
augmented_image1014.jpg,Does endocrine show parathyroid hyperplasia?,no
augmented_image33.jpg,"Are the individual tumour cells small, uniform, lymphocyte-like with scanty cytoplasm?",yes
augmented_image28.jpg,"Are superficial dermal fibrosis and vascular ectasia,  both common features,  present?",yes
augmented_image1928.jpg,What is present?,joints
augmented_image2200.jpg,"Does this image show severe trauma, contusion, lacerations, abrasions?",yes
augmented_image385.jpg,Is the basement membrane shortening and blunting of the villi with reduction in their height?,no
augmented_image180.jpg,Do a few intact hepatic lobules remain?,yes
augmented_image1908.jpg,What is present?,blood
augmented_image1791.jpg,Is lymphoid atrophy in newborn present?,no
augmented_image1190.jpg,Is gastrointestinal present?,yes
augmented_image611.jpg,Is nodular tumor present?,no
augmented_image703.jpg,Does this image show gout?,yes
augmented_image1106.jpg,Does carcinomatosis show rather close-up excellent depiction of lesions of tuberculous peritonitis?,no
augmented_image1151.jpg,"Does that show colon, ulcerative colitis?",no
augmented_image1349.jpg,"Does hematoma show pancreas, microthrombi, thrombotic thrombocytopenic purpura?",no
augmented_image1753.jpg,Does lupus erythematosus periarterial fibrosis show inflamatory papillary hyperplasia?,no
augmented_image9.jpg,"Do follicular carcinomas demonstrate capsular invasion that may be minimal,  as in this case,  or widespread,  with extension into local structures of the neck by contrast?",yes
augmented_image1798.jpg,Is intramural one lesion present?,no
augmented_image1873.jpg,Does this image show marrow loaded with plasma cells that are immature?,yes
augmented_image210.jpg,Is the cyst wall composed of whitish membrane resembling the membrane of a hard boiled egg?,yes
augmented_image1153.jpg,What is present?,gastrointestinal
augmented_image871.jpg,What does this image show?,brain
augmented_image1212.jpg,What is present ?,gastrointestinal
augmented_image2410.jpg,What is present?,muscle
augmented_image2515.jpg,How is atherosclerosis left anterior descending  artery ?,coronary
augmented_image1198.jpg,Is sella present?,no
augmented_image2522.jpg,Is polycystic disease present?,no
augmented_image1626.jpg,"Does this image show spleen, tuberculosis?",yes
augmented_image1456.jpg,Is female reproductive present?,yes
augmented_image18.jpg,Do a few areas show central cystic change?,yes
augmented_image1474.jpg,Is carcinoma present?,yes
augmented_image1468.jpg,Is female reproductive present?,yes
augmented_image2263.jpg,"Does this image show heart, patent ductus arteriosis in a pateint with hyaline membrane disease?",yes
augmented_image1369.jpg,Is endocrine present?,yes
augmented_image367.jpg,Does the surrounding zone show granulation tissue and gliosis?,yes
augmented_image1398.jpg,What is present?,endocrine
augmented_image319.jpg,"Do 3 components: ghon's focus, contain fine granular melanin pigment?",no
augmented_image1901.jpg,What is present ?,hematologic
augmented_image619.jpg,Where is this?,oral
augmented_image1992.jpg,What is present?,nervous
augmented_image917.jpg,What is present?,respiratory
augmented_image1013.jpg,"Does this image show thyroid, goiter?",yes
augmented_image1422.jpg,What is present ?,ovary
augmented_image852.jpg,Does this image show bacterial meningitis?,yes
augmented_image2130.jpg,What is present?,liver
augmented_image1294.jpg,Where is this?,urinary
augmented_image820.jpg,What is present?,Face
augmented_image1030.jpg,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
augmented_image2523.jpg,What is present?,vasculature
augmented_image1072.jpg,Does photo show malignant gland and stoma?,no
augmented_image2578.jpg,Where is this from?,vasculature
augmented_image2308.jpg,"Does this image show skin, epidermolysis bullosa?",yes
augmented_image2098.jpg,What does this image show?,ductopenia
augmented_image1121.jpg,Does this image show fixed tissue?,yes
augmented_image1895.jpg,Is hematologic present?,yes
augmented_image910.jpg,Does this image show neural tube defect?,yes
augmented_image1471.jpg,How is fixed tissue opened uterus with blood clot in cervical canal and small  cavity ?,endometrial
augmented_image1706.jpg,Is additional micros present?,no
augmented_image1125.jpg,What is present ?,Abdomen
augmented_image1214.jpg,Does this image show gastric ulcer?,yes
augmented_image2251.jpg,What is present?,cardiovascular
augmented_image831.jpg,Does anencephaly show head tilted with mouth?,no
augmented_image2038.jpg,Is shock present?,yes
augmented_image768.jpg,What does this image show?,lungs
augmented_image621.jpg,Is oral present?,yes
augmented_image1624.jpg,Where is this part in?,spleen
augmented_image2397.jpg,What is present?,joints
augmented_image1317.jpg,Does myocardium show hydronephrosis?,no
augmented_image1446.jpg,What is present ?,ovary
augmented_image1105.jpg,Does omentum show opened abdominal cavity with extensive tumor implants on omentum and bowel?,no
augmented_image867.jpg,What does this image show?,brain
augmented_image2070.jpg,What does this image show?,penis
augmented_image1910.jpg,Is villous adenoma present?,no
augmented_image1372.jpg,What is present ?,endocrine
augmented_image360.jpg,Does the silicotic nodule show a solitary nodule having capsule?,no
augmented_image1849.jpg,Is papillary intraductal adenocarcinoma present?,no
augmented_image1394.jpg,Does this image show hemorrhagic tissue in region of lesion several slides on this case?,yes
augmented_image2129.jpg,Is liver present?,yes
augmented_image1444.jpg,What is present?,ovary
augmented_image318.jpg,"What shows small, round to oval cells forming irregular sheets separated by fibrovascular stroma?",neuroblastoma
augmented_image364.jpg,Does the tan-white tumor fill most of the medullary cavity of the metaphysis and proximal diaphysis?,yes
augmented_image1876.jpg,Is hematologic present?,yes
augmented_image2392.jpg,What is present?,joints
augmented_image739.jpg,"Does right side atresia show lung, bronchopneumonia, bacterial?",no
augmented_image1482.jpg,What does this image show?,breast
augmented_image2410.jpg,Does this image show plaque lesion of mesothelioma?,yes
augmented_image779.jpg,"Does rheumatoid arthritis with vasculitis show brain, herpes encephalitis?",no
augmented_image1141.jpg,Is breast present?,no
augmented_image1846.jpg,Is pus in test tube present?,no
augmented_image1570.jpg,Where is this?,urinary
augmented_image2033.jpg,What is present?,oral
augmented_image1139.jpg,What is present?,cardiovascular
augmented_image2003.jpg,Is oral present?,yes
augmented_image1891.jpg,Is infarction secondary to shock present?,no
augmented_image1829.jpg,Is gastrointestinal present?,yes
augmented_image2312.jpg,"Is bone, mandible present?",no
augmented_image1859.jpg,Is left ventricle hypertrophy present?,no
augmented_image1743.jpg,Is right leaf of diaphragm present?,no
augmented_image1382.jpg,Is parathyroid present?,no
augmented_image1518.jpg,Is cardiovascular present?,no
augmented_image77.jpg,"How many daughter cells are formed which may continue to remain in the cell cycle or go out of it in resting phase interphase, the G0 phase on completion of cell division?",two
augmented_image1072.jpg,Is mixed mesodermal tumor present?,yes
augmented_image1752.jpg,What does this image show?,leukoedema
augmented_image1728.jpg,Where is this?,oral
augmented_image1980.jpg,Is surface present?,no
augmented_image1494.jpg,Is hemorrhage in newborn present?,no
augmented_image2078.jpg,Is gangrene fingers present?,no
augmented_image598.jpg,What does this image show?,mucocele
augmented_image723.jpg,"Does high excellent steroid show lungs, hyaline membrane disease?",no
augmented_image2263.jpg,Is marfans syndrome present?,no
augmented_image1983.jpg,What is present?,nervous
augmented_image1616.jpg,Is hematologic present?,yes
augmented_image1906.jpg,Is plasma cell present?,yes
augmented_image1857.jpg,What is present ?,Histoplasmosis
augmented_image1497.jpg,Does this typical lesion show excellent example of marfans syndrome?,no
augmented_image2468.jpg,What is present ?,hepatobiliary
augmented_image664.jpg,What is present?,musculoskeletal
augmented_image2520.jpg,What is present ?,vasculature
augmented_image1384.jpg,What is present?,adrenal
augmented_image1929.jpg,Is spina bifida present?,no
augmented_image2434.jpg,What is present?,hepatobiliary
augmented_image2516.jpg,What is present?,vasculature
augmented_image1796.jpg,Does cryptosporidia stain of feces?,yes
augmented_image67.jpg,"How is a solitary,  well-circumscribed nodule in this gross specimen?",visible
augmented_image32.jpg,Is the number of layers increased?,yes
augmented_image609.jpg,What is present?,oral
augmented_image1731.jpg,What is present?,oral
augmented_image2242.jpg,What is present ?,Cardiovascular
augmented_image492.jpg,Are varices sites of variceal hemorrhage that were ligated with bands?,no
augmented_image523.jpg,Sectioned surface shows grey-white fleshy tumour in the bronchus at whose bifurcation ?,its
augmented_image2355.jpg,Is urinary present?,yes
augmented_image2429.jpg,Is lesion present?,no
augmented_image1417.jpg,What is present ?,uterus
augmented_image141.jpg,Does the colour of sectioned surface have reniform contour?,no
augmented_image2551.jpg,What is present ?,Cardiovascular
augmented_image1874.jpg,Is bone marrow present?,yes
augmented_image258.jpg,Does a large neuron have obvious lipid vacuolation under the light microscope?,yes
